species,thicket ,id,sample,wound,tank,treatment,biopsy_day,biopsy_date,diameter,height,calculated_SA_caliper,dry_weight,wax_weight_1,wax_weight_2,wax_2_minus_wax_1 ,calculated_SA_standard_curve,notes
a. pulchra,a,111.0,gene ,no,3.0,28.0,1.0,2025-06-05 00:00:00,3.54,9.91,=(2*3.1415926535*((J2/2)*K2)/100),0.3474,0.4604,0.508,=O2-N2,=(5810*P2 +85.7)/100,skeleton split in two
a. pulchra,a,192.0,gene ,no,6.0,28.0,1.0,2025-06-14 00:00:00,6.87,9.85,=(2*3.1415926535*((J13/2)*K13)/100),0.2681,0.3538,0.4058,=O13-N13,=(5810*P13 +85.7)/100
a. pulchra,a,197.0,gene ,yes,4.0,31.0,1.0,2025-06-14 00:00:00,5.58,11.43,=(2*3.1415926535*((J14/2)*K14)/100),0.3041,0.3746,0.4238,=O14-N14,=(5810*P14 +85.7)/100
a. pulchra,a,198.0,gene ,no,5.0,31.0,1.0,2025-06-05 00:00:00,7.17,9.89,=(2*3.1415926535*((J15/2)*K15)/100),0.2404,0.3483,0.4022,=O15-N15,=(5810*P15 +85.7)/100
a. pulchra,d,200.0,gene ,no,5.0,31.0,1.0,2025-06-14 00:00:00,8.18,10.58,=(2*3.1415926535*((J16/2)*K16)/100),0.3467,0.5113,0.5835,=O16-N16,=(5810*P16 +85.7)/100
a. pulchra,d,203.0,gene ,yes,3.0,28.0,1.0,2025-06-14 00:00:00,6.84,11.34,=(2*3.1415926535*((J17/2)*K17)/100),0.3637,0.5131,0.5859,=O17-N17,=(5810*P17 +85.7)/100
a. pulchra,a,209.0,gene ,yes,3.0,28.0,1.0,2025-06-07 00:00:00,7.05,9.6,=(2*3.1415926535*((J18/2)*K18)/100),0.3128,0.4219,0.4737,=O18-N18,=(5810*P18 +85.7)/100
a. pulchra,a,210.0,gene ,yes,10.0,31.0,1.0,2025-06-05 00:00:00,6.52,9.04,=(2*3.1415926535*((J19/2)*K19)/100),0.2789,0.3536,0.3953,=O19-N19,=(5810*P19 +85.7)/100
a. pulchra,d,222.0,gene ,no,6.0,28.0,1.0,2025-06-07 00:00:00,7.06,10.4,=(2*3.1415926535*((J20/2)*K20)/100),0.3321,0.4605,0.5323,=O20-N20,=(5810*P20 +85.7)/100
a. pulchra,d,224.0,gene ,yes,4.0,31.0,1.0,2025-06-07 00:00:00,6.52,12.05,=(2*3.1415926535*((J21/2)*K21)/100),0.3696,0.4502,0.5225,=O21-N21,=(5810*P21 +85.7)/100
a. pulchra,d,226.0,gene ,yes,5.0,31.0,1.0,2025-06-05 00:00:00,8.05,11.13,=(2*3.1415926535*((J22/2)*K22)/100),0.4225,0.6111,0.6862,=O22-N22,=(5810*P22 +85.7)/100
a. pulchra,d,227.0,gene ,yes,9.0,28.0,1.0,2025-06-05 00:00:00,8.09,9.1,=(2*3.1415926535*((J23/2)*K23)/100),0.3221,0.4846,0.5579,=O23-N23,=(5810*P23 +85.7)/100
a. pulchra,d,228.0,gene ,yes,11.0,31.0,1.0,2025-06-05 00:00:00,8.06,10.92,=(2*3.1415926535*((J24/2)*K24)/100),0.3051,0.5105,0.5754,=O24-N24,=(5810*P24 +85.7)/100
a. pulchra,d,231.0,gene ,yes,12.0,28.0,1.0,2025-06-05 00:00:00,5.87,10.33,=(2*3.1415926535*((J25/2)*K25)/100),0.2524,0.3488,0.3911,=O25-N25,=(5810*P25 +85.7)/100
a. pulchra,d,234.0,gene ,no,12.0,28.0,1.0,2025-06-05 00:00:00,8.04,10.5,=(2*3.1415926535*((J26/2)*K26)/100),0.3367,0.5193,0.6055,=O26-N26,=(5810*P26 +85.7)/100
a. pulchra,d,238.0,gene ,yes,6.0,28.0,1.0,2025-06-05 00:00:00,7.81,10.99,=(2*3.1415926535*((J27/2)*K27)/100),0.3318,0.4917,0.5501,=O27-N27,=(5810*P27 +85.7)/100
a. pulchra,d,244.0,gene ,no,11.0,31.0,1.0,2025-06-07 00:00:00,9.82,9.53,=(2*3.1415926535*((J28/2)*K28)/100),0.3216,0.4119,0.472,=O28-N28,=(5810*P28 +85.7)/100
a. pulchra,d,246.0,gene ,no,3.0,28.0,1.0,2025-06-07 00:00:00,7.45,9.96,=(2*3.1415926535*((J29/2)*K29)/100),0.2975,0.4314,0.5035,=O29-N29,=(5810*P29 +85.7)/100
a. pulchra,d,249.0,gene ,no,4.0,31.0,1.0,2025-06-07 00:00:00,8.89,10.38,=(2*3.1415926535*((J30/2)*K30)/100),0.3568,0.4828,0.5388,=O30-N30,=(5810*P30 +85.7)/100
a. pulchra,c,254.0,gene ,yes,10.0,31.0,1.0,2025-06-07 00:00:00,7.96,11.84,=(2*3.1415926535*((J31/2)*K31)/100),0.4899,0.6567,0.7481,=O31-N31,=(5810*P31 +85.7)/100
a. pulchra,d,256.0,gene ,yes,10.0,31.0,1.0,2025-06-05 00:00:00,7.91,13.18,=(2*3.1415926535*((J32/2)*K32)/100),0.4927,0.7379,0.8598,=O32-N32,=(5810*P32 +85.7)/100
a. pulchra,d,257.0,gene ,no,9.0,28.0,1.0,2025-06-05 00:00:00,7.63,10.18,=(2*3.1415926535*((J33/2)*K33)/100),0.2674,0.4048,0.4648,=O33-N33,=(5810*P33 +85.7)/100
a. pulchra,d,259.0,gene ,no,10.0,31.0,1.0,2025-06-05 00:00:00,6.68,10.21,=(2*3.1415926535*((J34/2)*K34)/100),0.2666,0.374,0.4159,=O34-N34,=(5810*P34 +85.7)/100
a. pulchra,c,261.0,gene ,no,9.0,28.0,1.0,2025-06-05 00:00:00,8.32,11.48,=(2*3.1415926535*((J35/2)*K35)/100),0.5205,0.6691,0.7425,=O35-N35,=(5810*P35 +85.7)/100
a. pulchra,c,262.0,gene ,no,10.0,31.0,1.0,2025-06-05 00:00:00,7.42,11.58,=(2*3.1415926535*((J36/2)*K36)/100),0.4599,0.6429,0.7095,=O36-N36,=(5810*P36 +85.7)/100
a. pulchra,c,263.0,gene ,yes,5.0,31.0,1.0,2025-06-05 00:00:00,7.23,11.13,=(2*3.1415926535*((J37/2)*K37)/100),0.4604,0.6285,0.6908,=O37-N37,=(5810*P37 +85.7)/100
a. pulchra,c,264.0,gene ,no,11.0,31.0,1.0,2025-06-05 00:00:00,9.35,10.54,=(2*3.1415926535*((J38/2)*K38)/100),0.8303,0.9409,1.0073,=O38-N38,=(5810*P38 +85.7)/100
a. pulchra,c,268.0,gene ,yes,6.0,28.0,1.0,2025-06-05 00:00:00,8.25,9.92,=(2*3.1415926535*((J39/2)*K39)/100),0.5135,0.6578,0.7146,=O39-N39,=(5810*P39 +85.7)/100
a. pulchra,c,274.0,gene ,no,4.0,31.0,1.0,2025-06-05 00:00:00,7.51,10.51,=(2*3.1415926535*((J40/2)*K40)/100),0.3702,0.5077,0.5675,=O40-N40,=(5810*P40 +85.7)/100
a. pulchra,c,276.0,gene ,yes,4.0,31.0,1.0,2025-06-05 00:00:00,6.19,9.23,=(2*3.1415926535*((J41/2)*K41)/100),0.3173,0.4339,0.4902,=O41-N41,=(5810*P41 +85.7)/100
a. pulchra,c,278.0,gene ,no,5.0,31.0,1.0,2025-06-05 00:00:00,7.87,10.58,=(2*3.1415926535*((J42/2)*K42)/100),0.6034,0.7381,0.8088,=O42-N42,=(5810*P42 +85.7)/100
a. pulchra,c,280.0,gene ,no,6.0,28.0,1.0,2025-06-05 00:00:00,7.64,10.29,=(2*3.1415926535*((J43/2)*K43)/100),0.398,0.5836,0.6575,=O43-N43,=(5810*P43 +85.7)/100
a. pulchra,c,287.0,gene ,no,12.0,28.0,1.0,2025-06-05 00:00:00,7.7,10.8,=(2*3.1415926535*((J44/2)*K44)/100),0.5098,0.6478,0.7137,=O44-N44,=(5810*P44 +85.7)/100
a. pulchra,c,288.0,gene ,yes,9.0,28.0,1.0,2025-06-05 00:00:00,6.57,10.11,=(2*3.1415926535*((J45/2)*K45)/100),0.3789,0.5096,0.5679,=O45-N45,=(5810*P45 +85.7)/100
a. pulchra,c,294.0,gene ,yes,12.0,28.0,1.0,2025-06-05 00:00:00,7.94,11.09,=(2*3.1415926535*((J46/2)*K46)/100),0.3803,0.5229,0.5746,=O46-N46,=(5810*P46 +85.7)/100
a. pulchra,c,296.0,gene ,yes,3.0,28.0,1.0,2025-06-05 00:00:00,6.19,8.77,=(2*3.1415926535*((J47/2)*K47)/100),0.3448,0.3946,0.4264,=O47-N47,=(5810*P47 +85.7)/100
a. pulchra,c,298.0,gene ,no,3.0,28.0,1.0,2025-06-05 00:00:00,7.68,10.8,=(2*3.1415926535*((J48/2)*K48)/100),0.4936,0.5822,0.6328,=O48-N48,=(5810*P48 +85.7)/100
a. pulchra,c,300.0,gene ,yes,11.0,31.0,1.0,2025-06-05 00:00:00,7.56,10.8,=(2*3.1415926535*((J49/2)*K49)/100),0.5244,0.6911,0.7553,=O49-N49,=(5810*P49 +85.7)/100
a. pulchra,a,112.0,gene ,yes,11.0,31.0,3.0,2025-06-07 00:00:00,8.05,10.73,=(2*3.1415926535*((J50/2)*K50)/100),0.4205,0.5246,0.6098,=O50-N50,=(5810*P50 +85.7)/100
a. pulchra,a,134.0,gene ,no,3.0,28.0,3.0,2025-06-07 00:00:00,8.13,13.24,=(2*3.1415926535*((J51/2)*K51)/100),0.398,0.47,0.5496,=O51-N51,=(5810*P51 +85.7)/100
a. pulchra,a,138.0,gene ,yes,4.0,31.0,3.0,2025-06-07 00:00:00,6.41,9.87,=(2*3.1415926535*((J52/2)*K52)/100),0.2424,0.3347,0.3797,=O52-N52,=(5810*P52 +85.7)/100
a. pulchra,a,153.0,gene ,no,5.0,31.0,3.0,2025-06-19 00:00:00,7.77,9.76,=(2*3.1415926535*((J53/2)*K53)/100),0.2826,0.4199,0.4897,=O53-N53,=(5810*P53 +85.7)/100
a. pulchra,a,155.0,gene ,no,10.0,31.0,3.0,2025-06-19 00:00:00,7.27,8.99,=(2*3.1415926535*((J54/2)*K54)/100),0.2141,0.3305,0.3688,=O54-N54,=(5810*P54 +85.7)/100
a. pulchra,a,157.0,gene ,no,9.0,28.0,3.0,2025-06-19 00:00:00,7.15,11.17,=(2*3.1415926535*((J55/2)*K55)/100),0.325,0.5266,0.6071,=O55-N55,=(5810*P55 +85.7)/100
a. pulchra,a,160.0,gene ,yes,3.0,28.0,3.0,2025-06-05 00:00:00,6.19,10.77,=(2*3.1415926535*((J56/2)*K56)/100),0.329,0.4417,0.4782,=O56-N56,=(5810*P56 +85.7)/100
a. pulchra,a,167.0,gene ,yes,12.0,28.0,3.0,2025-06-19 00:00:00,6.37,10.44,=(2*3.1415926535*((J57/2)*K57)/100),0.3804,0.5024,0.5691,=O57-N57,=(5810*P57 +85.7)/100
a. pulchra,a,168.0,gene ,no,11.0,31.0,3.0,2025-06-07 00:00:00,6.67,11.55,=(2*3.1415926535*((J58/2)*K58)/100),0.3128,0.4047,0.4584,=O58-N58,=(5810*P58 +85.7)/100
a. pulchra,d,185.0,gene ,no,11.0,31.0,3.0,2025-06-14 00:00:00,6.73,11.59,=(2*3.1415926535*((J59/2)*K59)/100),0.4207,0.5484,0.6368,=O59-N59,=(5810*P59 +85.7)/100
a. pulchra,a,187.0,gene ,yes,9.0,28.0,3.0,2025-06-14 00:00:00,8.77,10.6,=(2*3.1415926535*((J60/2)*K60)/100),0.3988,0.5109,0.5873,=O60-N60,=(5810*P60 +85.7)/100
a. pulchra,a,190.0,gene ,no,12.0,28.0,3.0,2025-06-14 00:00:00,5.95,9.2,=(2*3.1415926535*((J61/2)*K61)/100),0.256,0.3178,0.3567,=O61-N61,=(5810*P61 +85.7)/100
a. pulchra,a,193.0,gene ,yes,10.0,31.0,3.0,2025-06-05 00:00:00,6.46,12.48,=(2*3.1415926535*((J62/2)*K62)/100),0.3023,0.4558,0.5196,=O62-N62,=(5810*P62 +85.7)/100
a. pulchra,a,194.0,gene ,no,6.0,28.0,3.0,2025-06-07 00:00:00,6.9,9.32,=(2*3.1415926535*((J63/2)*K63)/100),0.2854,0.3924,0.44,=O63-N63,=(5810*P63 +85.7)/100
a. pulchra,d,201.0,gene ,no,12.0,28.0,3.0,2025-06-05 00:00:00,8.26,11.61,=(2*3.1415926535*((J64/2)*K64)/100),0.5869,0.7582,0.8271,=O64-N64,=(5810*P64 +85.7)/100
a. pulchra,d,206.0,gene ,yes,4.0,31.0,3.0,2025-06-14 00:00:00,8.11,11.11,=(2*3.1415926535*((J65/2)*K65)/100),0.3072,0.443,0.5202,=O65-N65,=(5810*P65 +85.7)/100
a. pulchra,a,208.0,gene ,yes,6.0,28.0,3.0,2025-06-14 00:00:00,7.21,9.89,=(2*3.1415926535*((J66/2)*K66)/100),0.2882,0.3891,0.4333,=O66-N66,=(5810*P66 +85.7)/100
a. pulchra,a,211.0,gene ,no,4.0,31.0,3.0,2025-06-05 00:00:00,6.4,10.61,=(2*3.1415926535*((J67/2)*K67)/100),0.3385,0.4726,0.5301,=O67-N67,=(5810*P67 +85.7)/100
a. pulchra,a,212.0,gene ,yes,5.0,31.0,3.0,2025-06-07 00:00:00,7.7,10.62,=(2*3.1415926535*((J68/2)*K68)/100),0.2746,0.4054,0.4548,=O68-N68,=(5810*P68 +85.7)/100
a. pulchra,d,216.0,gene ,yes,10.0,31.0,3.0,2025-06-14 00:00:00,7.39,10.17,=(2*3.1415926535*((J69/2)*K69)/100),0.3582,0.4976,0.5733,=O69-N69,=(5810*P69 +85.7)/100
a. pulchra,d,218.0,gene ,yes,9.0,28.0,3.0,2025-06-14 00:00:00,8.37,11.38,=(2*3.1415926535*((J70/2)*K70)/100),0.7078,0.8542,0.9433,=O70-N70,=(5810*P70 +85.7)/100
a. pulchra,d,219.0,gene ,yes,11.0,31.0,3.0,2025-06-07 00:00:00,7.4,11.16,=(2*3.1415926535*((J71/2)*K71)/100),0.3317,0.3844,0.4373,=O71-N71,=(5810*P71 +85.7)/100
a. pulchra,d,220.0,gene ,no,6.0,28.0,3.0,2025-06-07 00:00:00,8.86,10.89,=(2*3.1415926535*((J72/2)*K72)/100),0.3253,0.3836,0.4473,=O72-N72,=(5810*P72 +85.7)/100
a. pulchra,d,221.0,gene ,yes,5.0,31.0,3.0,2025-06-07 00:00:00,6.93,10.83,=(2*3.1415926535*((J73/2)*K73)/100),0.3526,0.4341,0.4842,=O73-N73,=(5810*P73 +85.7)/100
a. pulchra,d,223.0,gene ,yes,12.0,28.0,3.0,2025-06-05 00:00:00,7.26,9.81,=(2*3.1415926535*((J74/2)*K74)/100),0.3208,0.4632,0.5159,=O74-N74,=(5810*P74 +85.7)/100
a. pulchra,d,229.0,gene ,no,9.0,28.0,3.0,2025-06-07 00:00:00,6.9,9.64,=(2*3.1415926535*((J75/2)*K75)/100),0.2956,0.3906,0.4442,=O75-N75,=(5810*P75 +85.7)/100
a. pulchra,d,236.0,gene ,no,4.0,31.0,3.0,2025-06-07 00:00:00,7.48,11.44,=(2*3.1415926535*((J76/2)*K76)/100),0.3666,0.4793,0.5515,=O76-N76,=(5810*P76 +85.7)/100,10.5mL
a. pulchra,d,239.0,gene ,no,5.0,31.0,3.0,2025-06-07 00:00:00,7.44,10.74,=(2*3.1415926535*((J77/2)*K77)/100),0.3393,0.4506,0.5219,=O77-N77,=(5810*P77 +85.7)/100
a. pulchra,d,241.0,gene ,no,10.0,31.0,3.0,2025-06-07 00:00:00,7.47,10.73,=(2*3.1415926535*((J78/2)*K78)/100),0.3247,0.4565,0.5178,=O78-N78,=(5810*P78 +85.7)/100
a. pulchra,d,242.0,gene ,no,3.0,28.0,3.0,2025-06-07 00:00:00,7.84,9.62,=(2*3.1415926535*((J79/2)*K79)/100),0.3057,0.4395,0.5036,=O79-N79,=(5810*P79 +85.7)/100,closer to 10.5mL
a. pulchra,d,245.0,gene ,yes,6.0,28.0,3.0,2025-06-05 00:00:00,7.41,10.55,=(2*3.1415926535*((J80/2)*K80)/100),0.3558,0.5438,0.6157,=O80-N80,=(5810*P80 +85.7)/100
a. pulchra,d,247.0,gene ,yes,3.0,28.0,3.0,2025-06-14 00:00:00,7.61,10.01,=(2*3.1415926535*((J81/2)*K81)/100),0.3179,0.4677,0.5318,=O81-N81,=(5810*P81 +85.7)/100,10.5mL
a. pulchra,c,250.0,gene ,yes,3.0,28.0,3.0,2025-06-14 00:00:00,8.19,10.01,=(2*3.1415926535*((J82/2)*K82)/100),0.3592,0.5188,0.5894,=O82-N82,=(5810*P82 +85.7)/100
a. pulchra,c,255.0,gene ,no,10.0,31.0,3.0,2025-06-14 00:00:00,8.54,9.77,=(2*3.1415926535*((J83/2)*K83)/100),0.3672,0.4526,0.5154,=O83-N83,=(5810*P83 +85.7)/100
a. pulchra,c,265.0,gene ,yes,11.0,31.0,3.0,2025-06-07 00:00:00,8.3,11.03,=(2*3.1415926535*((J84/2)*K84)/100),0.4384,0.5492,0.6295,=O84-N84,=(5810*P84 +85.7)/100
a. pulchra,c,266.0,gene ,yes,10.0,31.0,3.0,2025-06-07 00:00:00,8.02,10.69,=(2*3.1415926535*((J85/2)*K85)/100),0.429,0.5761,0.6598,=O85-N85,=(5810*P85 +85.7)/100
a. pulchra,c,270.0,gene ,yes,5.0,31.0,3.0,2025-06-07 00:00:00,7.78,9.92,=(2*3.1415926535*((J86/2)*K86)/100),0.3649,0.4334,0.4822,=O86-N86,=(5810*P86 +85.7)/100
a. pulchra,c,271.0,gene ,no,9.0,28.0,3.0,2025-06-07 00:00:00,8.09,13.36,=(2*3.1415926535*((J87/2)*K87)/100),0.5428,0.7383,0.8285,=O87-N87,=(5810*P87 +85.7)/100
a. pulchra,c,272.0,gene ,yes,9.0,28.0,3.0,2025-06-07 00:00:00,7.84,11.28,=(2*3.1415926535*((J88/2)*K88)/100),0.5475,0.6508,0.7213,=O88-N88,=(5810*P88 +85.7)/100
a. pulchra,c,273.0,gene ,no,12.0,28.0,3.0,2025-06-07 00:00:00,7.37,11.48,=(2*3.1415926535*((J89/2)*K89)/100),0.4534,0.5717,0.6535,=O89-N89,=(5810*P89 +85.7)/100
a. pulchra,c,281.0,gene ,no,6.0,28.0,3.0,2025-06-07 00:00:00,8.58,10.92,=(2*3.1415926535*((J90/2)*K90)/100),0.4088,0.5468,0.6243,=O90-N90,=(5810*P90 +85.7)/100,10.5mL
a. pulchra,c,282.0,gene ,yes,6.0,28.0,3.0,2025-06-07 00:00:00,7.36,11.38,=(2*3.1415926535*((J91/2)*K91)/100),0.4183,0.4667,0.5206,=O91-N91,=(5810*P91 +85.7)/100
a. pulchra,c,284.0,gene ,no,11.0,31.0,3.0,2025-06-07 00:00:00,8.47,10.73,=(2*3.1415926535*((J92/2)*K92)/100),0.5851,0.7051,0.7631,=O92-N92,=(5810*P92 +85.7)/100
a. pulchra,c,289.0,gene ,no,4.0,31.0,3.0,2025-06-07 00:00:00,9.28,10.11,=(2*3.1415926535*((J93/2)*K93)/100),0.5618,0.6547,0.7118,=O93-N93,=(5810*P93 +85.7)/100
a. pulchra,c,290.0,gene ,no,3.0,28.0,3.0,2025-06-07 00:00:00,7.84,10.99,=(2*3.1415926535*((J94/2)*K94)/100),0.479,0.629,0.7108,=O94-N94,=(5810*P94 +85.7)/100,10.5mL
a. pulchra,c,295.0,gene ,yes,4.0,31.0,3.0,2025-06-07 00:00:00,9.49,10.21,=(2*3.1415926535*((J95/2)*K95)/100),1.0421,1.1475,1.2105,=O95-N95,=(5810*P95 +85.7)/100,10.25mL
a. pulchra,c,297.0,gene ,no,5.0,31.0,3.0,2025-06-07 00:00:00,9.48,10.78,=(2*3.1415926535*((J96/2)*K96)/100),0.6055,0.7492,0.8202,=O96-N96,=(5810*P96 +85.7)/100
a. pulchra,c,301.0,gene ,yes,12.0,28.0,3.0,2025-06-07 00:00:00,7.59,11.32,=(2*3.1415926535*((J97/2)*K97)/100),0.4572,0.5508,0.6339,=O97-N97,=(5810*P97 +85.7)/100
a. pulchra,a,114.0,gene ,no,3.0,28.0,10.0,2025-06-14 00:00:00,5.37,10.41,=(2*3.1415926535*((J98/2)*K98)/100),0.2253,0.3294,0.3874,=O98-N98,=(5810*P98 +85.7)/100,11.0mL
a. pulchra,a,135.0,gene ,yes,6.0,28.0,10.0,2025-06-14 00:00:00,7.65,11.43,=(2*3.1415926535*((J99/2)*K99)/100),0.4094,0.6091,0.6968,=O99-N99,=(5810*P99 +85.7)/100
a. pulchra,a,136.0,gene ,yes,4.0,31.0,10.0,2025-06-14 00:00:00,6.69,9.35,=(2*3.1415926535*((J100/2)*K100)/100),0.2299,0.3349,0.3748,=O100-N100,=(5810*P100 +85.7)/100
a. pulchra,a,137.0,gene ,no,9.0,28.0,10.0,2025-06-14 00:00:00,8.09,9.96,=(2*3.1415926535*((J101/2)*K101)/100),0.3636,0.5219,0.6004,=O101-N101,=(5810*P101 +85.7)/100
a. pulchra,a,142.0,gene ,no,4.0,31.0,10.0,2025-06-14 00:00:00,8.43,11.66,=(2*3.1415926535*((J102/2)*K102)/100),0.303,0.431,0.4967,=O102-N102,=(5810*P102 +85.7)/100
a. pulchra,a,158.0,gene ,no,10.0,31.0,10.0,2025-06-07 00:00:00,6.27,10.7,=(2*3.1415926535*((J103/2)*K103)/100),0.3449,0.4295,0.5063,=O103-N103,=(5810*P103 +85.7)/100
a. pulchra,a,180.0,gene ,no,5.0,31.0,10.0,2025-06-19 00:00:00,8.72,11.79,=(2*3.1415926535*((J104/2)*K104)/100),0.4568,0.6841,0.7869,=O104-N104,=(5810*P104 +85.7)/100
a. pulchra,a,184.0,gene ,yes,5.0,31.0,10.0,2025-06-05 00:00:00,6.43,10.55,=(2*3.1415926535*((J105/2)*K105)/100),0.2948,0.4173,0.4667,=O105-N105,=(5810*P105 +85.7)/100
a. pulchra,d,186.0,gene ,yes,10.0,31.0,10.0,2025-06-07 00:00:00,7.97,12.55,=(2*3.1415926535*((J106/2)*K106)/100),0.4654,0.5965,0.6728,=O106-N106,=(5810*P106 +85.7)/100
a. pulchra,a,189.0,gene ,yes,9.0,28.0,10.0,2025-06-05 00:00:00,7.3,9.7,=(2*3.1415926535*((J107/2)*K107)/100),0.2759,0.3831,0.4306,=O107-N107,=(5810*P107 +85.7)/100
a. pulchra,a,191.0,gene ,yes,3.0,28.0,10.0,2025-06-07 00:00:00,6.62,10.58,=(2*3.1415926535*((J108/2)*K108)/100),0.2782,0.3728,0.4184,=O108-N108,=(5810*P108 +85.7)/100
a. pulchra,a,195.0,gene ,yes,11.0,31.0,10.0,2025-06-07 00:00:00,7.18,9.57,=(2*3.1415926535*((J109/2)*K109)/100),0.3188,0.4642,0.5483,=O109-N109,=(5810*P109 +85.7)/100
a. pulchra,a,196.0,gene ,no,12.0,28.0,10.0,2025-06-14 00:00:00,7.52,10.71,=(2*3.1415926535*((J110/2)*K110)/100),0.3119,0.4181,0.4661,=O110-N110,=(5810*P110 +85.7)/100
a. pulchra,a,199.0,gene ,no,6.0,28.0,10.0,2025-06-05 00:00:00,7.8,10.63,=(2*3.1415926535*((J111/2)*K111)/100),0.3434,0.5121,0.5648,=O111-N111,=(5810*P111 +85.7)/100
a. pulchra,d,202.0,gene ,no,12.0,28.0,10.0,2025-06-07 00:00:00,7.4,10.66,=(2*3.1415926535*((J112/2)*K112)/100),0.3537,0.5348,0.6043,=O112-N112,=(5810*P112 +85.7)/100
a. pulchra,d,204.0,gene ,no,3.0,28.0,10.0,2025-06-05 00:00:00,8.4,11.46,=(2*3.1415926535*((J113/2)*K113)/100),0.3938,0.5902,0.6768,=O113-N113,=(5810*P113 +85.7)/100
a. pulchra,d,205.0,gene ,no,10.0,31.0,10.0,2025-06-14 00:00:00,8.12,10.94,=(2*3.1415926535*((J114/2)*K114)/100),0.3209,0.4791,0.5534,=O114-N114,=(5810*P114 +85.7)/100
a. pulchra,a,207.0,gene ,no,11.0,31.0,10.0,2025-06-07 00:00:00,8.63,10.96,=(2*3.1415926535*((J115/2)*K115)/100),0.527,0.6734,0.753,=O115-N115,=(5810*P115 +85.7)/100
a. pulchra,a,213.0,gene ,yes,12.0,28.0,10.0,2025-06-07 00:00:00,9.14,11.03,=(2*3.1415926535*((J116/2)*K116)/100),0.6176,0.8403,0.9393,=O116-N116,=(5810*P116 +85.7)/100
a. pulchra,a,214.0,gene ,yes,10.0,31.0,10.0,2025-06-14 00:00:00,6.82,12.07,=(2*3.1415926535*((J117/2)*K117)/100),0.4849,0.5696,0.6434,=O117-N117,=(5810*P117 +85.7)/100
a. pulchra,d,215.0,gene ,yes,4.0,31.0,10.0,2025-06-14 00:00:00,6.62,13.09,=(2*3.1415926535*((J118/2)*K118)/100),0.4721,0.6044,0.665,=O118-N118,=(5810*P118 +85.7)/100
a. pulchra,d,217.0,gene ,no,9.0,28.0,10.0,2025-06-07 00:00:00,8.01,9.43,=(2*3.1415926535*((J119/2)*K119)/100),0.3568,0.4629,0.5171,=O119-N119,=(5810*P119 +85.7)/100
a. pulchra,d,225.0,gene ,no,11.0,31.0,10.0,2025-06-05 00:00:00,7.57,10.66,=(2*3.1415926535*((J120/2)*K120)/100),0.3322,0.5055,0.5786,=O120-N120,=(5810*P120 +85.7)/100
